compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L6,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2
03min 23sec,3542397 (14.17ms),16302 (1%),13664 (~0%),154 (3%),14 (~0%),0 (~0%),80,1,1,1,1,1,off,off,off,off,1,1,1
30min 38sec,727627 (3.123ms),386240 (32%),293746 (12%),108 (2%),771 (11%),0 (~0%),80,10,80,20,20,20,off,off,off,off,1,1,1
27min 24sec,727598 (3.123ms),488196 (41%),341559 (14%),108 (2%),1356 (19%),0 (~0%),80,20,80,20,20,20,off,off,off,off,1,1,1
40min 00sec,,,,,,,80,20,80,20,20,25,off,off,off,off,1,1,1
40min 00sec,,,,,,,80,25,80,20,20,20,off,off,off,off,1,1,1
29min 17sec,728478 (3.127ms),488422 (41%),341681 (14%),108 (2%),1356 (19%),0 (~0%),80,20,20,20,20,20,off,off,off,off,1,1,1
30min 17sec,727598 (3.123ms),488196 (41%),341559 (14%),108 (2%),1356 (19%),0 (~0%),80,20,80,20,20,20,off,off,off,off,4,1,1
34min 00sec,729947 (3.146ms),387311 (32%),293649 (12%),108 (2%),771 (11%),0 (~0%),80,10,80,10,20,20,off,off,off,off,1,1,1
35min 26sec,737883 (3.167ms),502448 (42%),364418 (15%),108 (2%),1395 (20%),0 (~0%),16,20,80,20,20,20,off,off,off,off,1,1,1
40min 00sec,,,,,,,80,20,80,20,20,20,off,off,flatten,off,1,1,1
29min 25sec,728398 (3.126ms),488396 (41%),341678 (14%),108 (2%),1356 (19%),0 (~0%),80,20,16,20,20,20,off,off,off,off,1,1,1
35min 12sec,739267 (3.173ms),496203 (41%),347908 (14%),108 (2%),1395 (20%),0 (~0%),20,20,80,20,20,20,off,off,off,off,1,1,1
03min 08sec,3541441 (14.166ms),15031 (1%),12550 (~0%),154 (3%),14 (~0%),0 (~0%),1,1,1,1,1,1,off,off,off,off,1,1,1
23min 15sec,647625 (2.78ms),301777 (25%),365169 (15%),122 (2%),565 (8%),0 (~0%),16,10,16,25,16,25,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,20,16,25,16,25,off,off,off,off,1,1,1
18min 32sec,662747 (2.844ms),307030 (25%),390538 (16%),122 (2%),538 (7%),0 (~0%),20,10,16,25,16,25,off,off,off,off,1,1,1
21min 57sec,647705 (2.78ms),301817 (25%),365173 (15%),122 (2%),565 (8%),0 (~0%),16,10,20,25,16,25,off,off,off,off,1,1,1
19min 34sec,662827 (2.845ms),307063 (25%),390542 (16%),122 (2%),538 (7%),0 (~0%),20,10,20,25,16,25,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,20,20,25,16,25,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,10,16,25,20,25,off,off,off,off,1,1,1
16min 50sec,937083 (4.022ms),312141 (26%),263780 (11%),266 (6%),618 (9%),0 (~0%),16,10,16,25,16,25,off,off,off,off,8,4,4
21min 19sec,647705 (2.78ms),301817 (25%),365173 (15%),122 (2%),565 (8%),0 (~0%),16,10,20,25,16,25,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,10,16,25,16,10,off,off,off,off,1,1,1
06min 56sec,687143 (2.949ms),286784 (24%),286297 (12%),122 (2%),557 (8%),0 (~0%),16,10,16,25,16,20,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,10,16,25,16,4,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,10,16,25,16,5,off,off,off,off,1,1,1
20min 51sec,651545 (2.796ms),304412 (25%),361871 (15%),122 (2%),550 (8%),0 (~0%),16,10,16,10,16,25,off,off,off,off,1,1,1
06min 51sec,687143 (2.949ms),286784 (24%),286297 (12%),122 (2%),557 (8%),0 (~0%),16,10,16,25,16,20,off,off,off,off,1,1,1
27min 37sec,649305 (2.787ms),313573 (26%),366608 (15%),122 (2%),562 (8%),0 (~0%),16,10,16,20,16,25,off,off,off,off,1,1,1
40min 00sec,,,,,,,16,10,16,25,16,25,flatten,off,off,off,1,1,1
40min 00sec,,,,,,,16,10,16,25,16,2,off,off,off,flatten,1,1,1
40min 00sec,,,,,,,16,10,16,25,16,2,off,off,off,off,1,1,1
06min 07sec,1027148 (4.408ms),155639 (13%),97906 (4%),226 (5%),103 (1%),0 (~0%),1,20,1,1,1,25,off,off,off,off,1,1,1
04min 05sec,619100 (2.657ms),91844 (7%),72427 (3%),122 (2%),82 (1%),0 (~0%),1,1,1,25,1,25,off,off,off,off,1,1,1
06min 36sec,991068 (4.254ms),178141 (15%),114118 (4%),194 (4%),103 (1%),0 (~0%),1,20,1,25,1,25,off,off,off,off,1,1,1
04min 05sec,619100 (2.657ms),91976 (7%),72471 (3%),122 (2%),82 (1%),0 (~0%),1,1,16,25,1,25,off,off,off,off,1,1,1
04min 03sec,619100 (2.657ms),91844 (7%),72427 (3%),122 (2%),82 (1%),0 (~0%),1,1,80,25,1,25,off,off,off,off,1,1,1
07min 26sec,991088 (4.254ms),204173 (17%),128212 (5%),204 (4%),118 (1%),0 (~0%),1,25,80,25,1,25,off,off,off,off,1,1,1
06min 02sec,644922 (2.768ms),151454 (12%),105776 (4%),122 (2%),106 (1%),0 (~0%),1,1,1,25,16,25,off,off,off,off,1,1,1
05min 26sec,991268 (4.254ms),125761 (10%),85929 (3%),174 (4%),74 (1%),0 (~0%),1,10,80,25,1,25,off,off,off,off,1,1,1
04min 03sec,619100 (2.657ms),91976 (7%),72471 (3%),122 (2%),82 (1%),0 (~0%),1,1,16,25,1,25,off,off,off,off,1,1,1
04min 29sec,621368 (2.667ms),103832 (8%),88281 (3%),122 (2%),109 (1%),0 (~0%),8,1,16,25,1,25,off,off,off,off,1,1,1
05min 28sec,649364 (2.787ms),153635 (12%),275807 (11%),122 (2%),82 (1%),0 (~0%),10,1,16,25,1,25,off,off,off,off,1,1,1
04min 03sec,619180 (2.657ms),92004 (7%),72477 (3%),122 (2%),82 (1%),0 (~0%),1,1,10,25,1,25,off,off,off,off,1,1,1
03min 57sec,612100 (2.627ms),91689 (7%),73742 (3%),122 (2%),82 (1%),0 (~0%),1,1,16,25,8,25,off,off,off,off,1,1,1
06min 45sec,991068 (4.254ms),276489 (23%),208696 (8%),154 (3%),523 (7%),0 (~0%),1,20,16,25,8,25,off,off,off,off,1,1,1
04min 01sec,612100 (2.627ms),91557 (7%),73698 (3%),122 (2%),82 (1%),0 (~0%),1,1,80,25,8,25,off,off,off,off,1,1,1
04min 26sec,614368 (2.637ms),103404 (8%),89508 (3%),122 (2%),109 (1%),0 (~0%),8,1,80,25,8,25,off,off,off,off,1,1,1
04min 29sec,614368 (2.637ms),103536 (8%),89552 (3%),122 (2%),109 (1%),0 (~0%),8,1,16,25,8,25,off,off,off,off,1,1,1
05min 32sec,778361 (3.355ms),81688 (6%),42480 (1%),186 (4%),43 (~0%),0 (~0%),1,1,80,25,8,10,off,off,off,off,1,1,1
03min 59sec,612100 (2.627ms),91689 (7%),73742 (3%),122 (2%),82 (1%),0 (~0%),1,1,16,25,8,25,off,off,off,off,1,1,1
04min 33sec,615606 (2.642ms),104989 (8%),96633 (4%),122 (2%),109 (1%),0 (~0%),16,1,80,25,8,25,off,off,off,off,1,1,1
04min 03sec,612100 (2.627ms),91557 (7%),73698 (3%),122 (2%),82 (1%),0 (~0%),1,1,80,25,8,25,off,off,off,off,1,1,1
05min 37sec,991268 (4.254ms),175389 (14%),133217 (5%),154 (3%),284 (4%),0 (~0%),1,10,16,25,8,25,off,off,off,off,1,1,1
03min 59sec,612100 (2.627ms),91557 (7%),73698 (3%),122 (2%),82 (1%),0 (~0%),1,1,80,25,8,25,off,off,off,off,1,1,1
05min 29sec,991268 (4.254ms),175159 (14%),133161 (5%),154 (3%),284 (4%),0 (~0%),1,10,80,25,8,25,off,off,off,off,1,1,1
04min 30sec,614368 (2.637ms),103404 (8%),89508 (3%),122 (2%),109 (1%),0 (~0%),8,1,80,25,8,25,off,off,off,off,1,1,1
05min 18sec,642364 (2.757ms),153214 (12%),277162 (11%),122 (2%),82 (1%),0 (~0%),10,1,80,25,8,25,off,off,off,off,1,1,1
05min 05sec,992348 (4.259ms),114468 (9%),87862 (3%),154 (3%),139 (2%),0 (~0%),1,4,80,25,8,25,off,off,off,off,1,1,1
07min 26sec,991088 (4.254ms),326839 (27%),246379 (10%),154 (3%),643 (9%),0 (~0%),1,25,80,25,8,25,off,off,off,off,1,1,1
06min 39sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,80,25,8,25,off,off,off,off,1,1,1
03min 53sec,612100 (2.627ms),91557 (7%),73698 (3%),122 (2%),82 (1%),0 (~0%),1,1,80,25,8,25,off,off,off,off,1,1,1
07min 34sec,991088 (4.254ms),326839 (27%),246379 (10%),154 (3%),643 (9%),0 (~0%),1,25,80,25,8,25,off,off,off,off,1,1,1
06min 37sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,80,25,8,25,off,off,off,off,1,1,1
07min 18sec,991088 (4.254ms),326839 (27%),246379 (10%),154 (3%),643 (9%),0 (~0%),1,25,80,25,8,25,off,off,off,off,1,1,1
06min 40sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,80,25,8,25,off,off,off,off,1,1,1
06min 38sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,80,25,8,25,off,off,off,off,1,1,1
04min 24sec,614368 (2.637ms),103404 (8%),89508 (3%),122 (2%),109 (1%),0 (~0%),8,1,80,25,8,25,off,off,off,off,1,1,1
04min 19sec,614368 (2.637ms),103404 (8%),89508 (3%),122 (2%),109 (1%),0 (~0%),8,1,80,25,8,25,off,off,off,off,1,1,1
06min 24sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,80,25,8,25,off,off,off,off,1,1,1
04min 39sec,614368 (2.637ms),103404 (8%),89508 (3%),122 (2%),109 (1%),0 (~0%),8,1,80,25,8,25,off,off,off,off,1,1,1
06min 53sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,80,25,8,25,off,off,off,off,1,1,1
06min 49sec,991068 (4.254ms),276259 (23%),208640 (8%),154 (3%),523 (7%),0 (~0%),1,20,80,25,8,25,off,off,off,off,1,1,1
04min 01sec,1121118 (4.791ms),44150 (3%),53397 (2%),202 (4%),32 (~0%),0 (~0%),16,1,1,1,1,5,off,off,off,off,1,1,1
04min 46sec,1270548 (5.43ms),72792 (6%),48198 (2%),286 (6%),45 (~0%),0 (~0%),1,10,1,1,1,5,off,off,off,off,1,1,1
03min 49sec,1103180 (4.714ms),36510 (3%),34738 (1%),202 (4%),29 (~0%),0 (~0%),1,1,4,1,1,5,off,off,off,off,1,1,1
04min 14sec,1075361 (4.596ms),34960 (2%),21884 (~0%),250 (5%),20 (~0%),0 (~0%),1,1,1,10,1,5,off,off,off,off,1,1,1
03min 49sec,1096180 (4.685ms),41196 (3%),39164 (1%),202 (4%),50 (~0%),0 (~0%),1,1,1,1,8,5,off,off,off,off,1,1,1
12min 16sec,1060148 (4.531ms),284638 (24%),280017 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,1,1,5,flatten,off,off,off,1,1,1
06min 20sec,1128924 (4.824ms),191228 (16%),150270 (6%),122 (2%),266 (3%),0 (~0%),1,1,1,1,1,5,off,flatten,off,off,1,1,1
04min 13sec,3584053 (14.336ms),27209 (2%),49272 (2%),154 (3%),35 (~0%),0 (~0%),4,1,1,1,8,1,off,off,off,off,1,1,1
03min 50sec,3543925 (14.176ms),26036 (2%),28598 (1%),154 (3%),38 (~0%),0 (~0%),8,1,1,1,8,1,off,off,off,off,1,1,1
04min 15sec,3703628 (14.815ms),58262 (4%),48343 (2%),218 (5%),107 (1%),0 (~0%),1,4,1,1,8,1,off,off,off,off,1,1,1
04min 20sec,3703270 (14.813ms),68352 (5%),55905 (2%),218 (5%),133 (1%),0 (~0%),1,5,1,1,8,1,off,off,off,off,1,1,1
03min 36sec,3534441 (14.138ms),19975 (1%),17064 (~0%),154 (3%),35 (~0%),0 (~0%),1,1,4,1,8,1,off,off,off,off,1,1,1
03min 40sec,3534441 (14.138ms),19977 (1%),17064 (~0%),154 (3%),35 (~0%),0 (~0%),1,1,8,1,8,1,off,off,off,off,1,1,1
03min 40sec,3518201 (14.073ms),22999 (1%),18175 (~0%),154 (3%),35 (~0%),0 (~0%),1,1,1,4,8,1,off,off,off,off,1,1,1
03min 54sec,808183 (3.454ms),49817 (4%),43373 (1%),282 (6%),43 (~0%),0 (~0%),1,1,1,1,8,10,off,off,off,off,1,1,1
04min 27sec,857795 (3.666ms),57085 (4%),75622 (3%),282 (6%),43 (~0%),0 (~0%),4,1,1,1,8,10,off,off,off,off,1,1,1
04min 11sec,817667 (3.494ms),56009 (4%),54951 (2%),282 (6%),46 (~0%),0 (~0%),8,1,1,1,8,10,off,off,off,off,1,1,1
05min 06sec,838447 (3.583ms),111635 (9%),246574 (10%),282 (6%),43 (~0%),0 (~0%),10,1,1,1,8,10,off,off,off,off,1,1,1
04min 29sec,983628 (4.204ms),65392 (5%),52883 (2%),346 (8%),124 (1%),0 (~0%),1,4,1,1,8,10,off,off,off,off,1,1,1
04min 28sec,983270 (4.202ms),75487 (6%),60445 (2%),346 (8%),150 (2%),0 (~0%),1,5,1,1,8,10,off,off,off,off,1,1,1
03min 57sec,808183 (3.454ms),49948 (4%),43417 (1%),282 (6%),43 (~0%),0 (~0%),1,1,4,1,8,10,off,off,off,off,1,1,1
03min 57sec,780023 (3.362ms),51679 (4%),44456 (1%),282 (6%),43 (~0%),0 (~0%),1,1,1,4,8,10,off,off,off,off,1,1,1
05min 27sec,897637 (3.836ms),89672 (7%),71453 (3%),322 (7%),185 (2%),0 (~0%),1,1,1,1,10,10,off,off,off,off,1,1,1
05min 13sec,845447 (3.613ms),108186 (9%),243336 (10%),282 (6%),28 (~0%),0 (~0%),10,1,1,1,1,10,off,off,off,off,1,1,1
06min 34sec,982368 (4.198ms),155097 (13%),93233 (3%),396 (9%),103 (1%),0 (~0%),1,25,1,1,1,10,off,off,off,off,1,1,1
03min 57sec,815263 (3.484ms),46528 (3%),39867 (1%),282 (6%),28 (~0%),0 (~0%),1,1,10,1,1,10,off,off,off,off,1,1,1
06min 17sec,785361 (3.385ms),81811 (6%),40316 (1%),186 (4%),43 (~0%),0 (~0%),1,1,1,25,1,10,off,off,off,off,1,1,1
05min 28sec,897637 (3.836ms),89672 (7%),71453 (3%),322 (7%),185 (2%),0 (~0%),1,1,1,1,10,10,off,off,off,off,1,1,1
11min 45sec,772148 (3.3ms),285222 (24%),282377 (11%),122 (2%),316 (4%),0 (~0%),1,1,1,1,1,10,flatten,off,off,off,1,1,1
11min 33sec,840924 (3.594ms),281382 (23%),205030 (8%),122 (2%),274 (4%),0 (~0%),1,1,1,1,1,10,off,flatten,off,off,1,1,1
05min 06sec,664664 (2.853ms),96959 (8%),80672 (3%),122 (2%),85 (1%),0 (~0%),8,1,1,1,1,25,off,off,off,off,1,1,1
05min 18sec,1028070 (4.412ms),77340 (6%),55625 (2%),196 (4%),60 (~0%),0 (~0%),1,5,1,1,1,25,off,off,off,off,1,1,1
04min 43sec,655180 (2.812ms),90890 (7%),69138 (2%),122 (2%),82 (1%),0 (~0%),1,1,8,1,1,25,off,off,off,off,1,1,1
04min 45sec,621900 (2.681ms),95315 (8%),71733 (3%),122 (2%),82 (1%),0 (~0%),1,1,1,10,1,25,off,off,off,off,1,1,1
04min 37sec,648180 (2.782ms),90461 (7%),70365 (2%),122 (2%),82 (1%),0 (~0%),1,1,1,1,8,25,off,off,off,off,1,1,1
11min 52sec,612148 (2.627ms),286454 (24%),289384 (12%),122 (2%),340 (4%),0 (~0%),1,1,1,1,1,25,flatten,off,off,off,1,1,1
48min 09sec,680924 (2.922ms),598782 (50%),620780 (26%),122 (2%),298 (4%),0 (~0%),1,1,1,1,1,25,off,flatten,off,off,1,1,1
04min 29sec,864795 (3.696ms),53636 (4%),72066 (3%),282 (6%),28 (~0%),0 (~0%),4,1,1,1,1,10,off,off,off,off,1,1,1
05min 00sec,864135 (3.693ms),70310 (5%),182962 (7%),282 (6%),28 (~0%),0 (~0%),5,1,1,1,1,10,off,off,off,off,1,1,1
04min 11sec,824667 (3.524ms),52560 (4%),51395 (2%),282 (6%),31 (~0%),0 (~0%),8,1,1,1,1,10,off,off,off,off,1,1,1
04min 44sec,982548 (4.199ms),76685 (6%),50950 (2%),366 (8%),59 (~0%),0 (~0%),1,10,1,1,1,10,off,off,off,off,1,1,1
05min 53sec,982348 (4.198ms),129065 (10%),79139 (3%),386 (8%),88 (1%),0 (~0%),1,20,1,1,1,10,off,off,off,off,1,1,1
03min 58sec,815183 (3.484ms),46498 (3%),39861 (1%),282 (6%),28 (~0%),0 (~0%),1,1,2,1,1,10,off,off,off,off,1,1,1
03min 56sec,815183 (3.484ms),46499 (3%),39861 (1%),282 (6%),28 (~0%),0 (~0%),1,1,4,1,1,10,off,off,off,off,1,1,1
03min 55sec,815183 (3.484ms),46501 (3%),39861 (1%),282 (6%),28 (~0%),0 (~0%),1,1,8,1,1,10,off,off,off,off,1,1,1
40min 49sec,612073 (2.627ms),1515345 (128%),1396544 (59%),122 (2%),4795 (70%),0 (~0%),16,1,1,1,1,25,flatten,off,off,off,1,1,1
09min 56sec,984199 (4.224ms),331152 (28%),217810 (9%),204 (4%),388 (5%),0 (~0%),1,25,1,1,1,25,flatten,off,off,off,1,1,1
12min 01sec,612148 (2.627ms),286587 (24%),289436 (12%),122 (2%),340 (4%),0 (~0%),1,1,8,1,1,25,flatten,off,off,off,1,1,1
12min 23sec,612148 (2.627ms),286454 (24%),289384 (12%),122 (2%),340 (4%),0 (~0%),1,1,1,25,1,25,flatten,off,off,off,1,1,1
40min 16sec,604648 (2.595ms),459595 (38%),501389 (21%),122 (2%),340 (4%),0 (~0%),1,1,1,1,16,25,flatten,off,off,off,1,1,1
14min 10sec,644148 (2.765ms),286085 (24%),287091 (12%),122 (2%),332 (4%),0 (~0%),1,1,1,1,1,20,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,25,flatten,flatten,off,off,1,1,1
13min 53sec,496948 (2.133ms),296697 (25%),234001 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,1,25,flatten,off,flatten,off,1,1,1
05min 33sec,671512 (2.894ms),102434 (8%),103985 (4%),122 (2%),82 (1%),0 (~0%),4,1,1,10,1,25,off,off,off,off,1,1,1
06min 02sec,670852 (2.892ms),119108 (10%),214942 (9%),122 (2%),82 (1%),0 (~0%),5,1,1,10,1,25,off,off,off,off,1,1,1
05min 15sec,624728 (2.681ms),103589 (8%),84940 (3%),122 (2%),94 (1%),0 (~0%),8,1,1,10,1,25,off,off,off,off,1,1,1
05min 20sec,996308 (4.294ms),65667 (5%),48456 (2%),318 (7%),49 (~0%),0 (~0%),1,2,1,10,1,25,off,off,off,off,1,1,1
05min 31sec,994348 (4.286ms),76073 (6%),54089 (2%),322 (7%),55 (~0%),0 (~0%),1,4,1,10,1,25,off,off,off,off,1,1,1
05min 31sec,993990 (4.284ms),81138 (6%),56922 (2%),324 (7%),60 (~0%),0 (~0%),1,5,1,10,1,25,off,off,off,off,1,1,1
04min 55sec,621900 (2.681ms),95446 (8%),71777 (3%),122 (2%),82 (1%),0 (~0%),1,1,4,10,1,25,off,off,off,off,1,1,1
04min 51sec,621900 (2.681ms),95448 (8%),71777 (3%),122 (2%),82 (1%),0 (~0%),1,1,8,10,1,25,off,off,off,off,1,1,1
12min 49sec,496878 (2.133ms),789193 (66%),653957 (27%),122 (2%),3179 (46%),0 (~0%),8,1,1,1,1,25,flatten,off,flatten,off,1,1,1
11min 06sec,1579859 (7.28ms),2556953 (216%),316146 (13%),162 (3%),477 (6%),0 (~0%),1,20,1,1,1,25,flatten,off,flatten,off,1,1,1
44min 13sec,510556 (2.375ms),415798 (35%),353351 (14%),122 (2%),1100 (16%),0 (~0%),1,1,10,1,1,25,flatten,off,flatten,off,1,1,1
13min 54sec,496948 (2.133ms),296697 (25%),234001 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,10,1,25,flatten,off,flatten,off,1,1,1
11min 38sec,489948 (2.103ms),296558 (25%),235272 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,8,25,flatten,off,flatten,off,1,1,1
14min 02sec,496948 (2.133ms),296697 (25%),234001 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,1,20,flatten,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,25,flatten,flatten,flatten,off,1,1,1
08min 40sec,1588135 (7.319ms),2463138 (208%),266106 (11%),170 (3%),420 (6%),0 (~0%),1,1,1,1,1,25,flatten,off,flatten,off,1,8,1
13min 24sec,612078 (2.627ms),778950 (65%),709340 (29%),122 (2%),2419 (35%),0 (~0%),8,1,1,1,1,25,flatten,off,off,off,1,1,1
07min 42sec,984379 (4.225ms),252740 (21%),175527 (7%),174 (4%),344 (5%),0 (~0%),1,10,1,1,1,25,flatten,off,off,off,1,1,1
12min 15sec,612148 (2.627ms),286586 (24%),289436 (12%),122 (2%),340 (4%),0 (~0%),1,1,16,1,1,25,flatten,off,off,off,1,1,1
12min 34sec,612148 (2.627ms),286454 (24%),289384 (12%),122 (2%),340 (4%),0 (~0%),1,1,1,4,1,25,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,20,25,flatten,off,off,off,1,1,1
13min 07sec,29668 (0.119ms),299561 (25%),221441 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,1,1,100,flatten,off,off,off,1,1,1
12min 45sec,29608 (0.118ms),533984 (45%),402599 (17%),122 (2%),1591 (23%),0 (~0%),4,1,1,1,1,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,10,1,1,1,100,flatten,off,off,off,1,1,1
13min 20sec,274338 (1.177ms),313298 (26%),244670 (10%),322 (7%),697 (10%),0 (~0%),1,1,4,1,1,100,flatten,off,off,off,1,1,1
13min 20sec,29668 (0.119ms),299561 (25%),221441 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,4,1,100,flatten,off,off,off,1,1,1
12min 16sec,23668 (0.095ms),306755 (25%),222011 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,1,4,100,flatten,off,off,off,1,1,1
12min 15sec,772148 (3.3ms),285222 (24%),282377 (11%),122 (2%),316 (4%),0 (~0%),1,1,1,1,1,10,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,100,flatten,flatten,off,off,1,1,1
14min 00sec,496948 (2.133ms),296697 (25%),234001 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,1,100,flatten,off,flatten,off,1,1,1
42min 42sec,489873 (2.102ms),1542313 (130%),1240088 (52%),122 (2%),5555 (81%),0 (~0%),16,1,1,1,8,25,flatten,off,flatten,off,1,1,1
09min 38sec,1580059 (7.281ms),2553971 (216%),335189 (14%),122 (2%),658 (9%),0 (~0%),1,10,1,1,8,25,flatten,off,flatten,off,1,1,1
18min 40sec,495478 (2.136ms),358945 (30%),327455 (13%),122 (2%),1100 (16%),0 (~0%),1,1,8,1,8,25,flatten,off,flatten,off,1,1,1
12min 50sec,489948 (2.103ms),296558 (25%),235272 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,10,8,25,flatten,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,20,25,flatten,off,flatten,off,1,1,1
13min 03sec,489948 (2.103ms),296558 (25%),235272 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,8,20,flatten,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,25,flatten,flatten,flatten,off,1,1,1
11min 41sec,489948 (2.103ms),296558 (25%),235272 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,8,25,flatten,off,flatten,flatten,1,1,1
13min 28sec,23598 (0.094ms),799314 (67%),641967 (27%),122 (2%),2779 (40%),0 (~0%),8,1,1,1,4,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,25,1,1,4,100,flatten,off,off,off,1,1,1
13min 35sec,268338 (1.152ms),320512 (27%),245240 (10%),322 (7%),697 (10%),0 (~0%),1,1,8,1,4,100,flatten,off,off,off,1,1,1
12min 19sec,23668 (0.095ms),306755 (25%),222011 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,10,4,100,flatten,off,off,off,1,1,1
39min 22sec,22168 (0.089ms),477386 (40%),330984 (13%),122 (2%),700 (10%),0 (~0%),1,1,1,1,16,100,flatten,off,off,off,1,1,1
12min 45sec,638148 (2.739ms),293290 (24%),287661 (12%),122 (2%),332 (4%),0 (~0%),1,1,1,1,4,20,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,4,100,flatten,flatten,off,off,1,1,1
12min 09sec,490948 (2.107ms),303882 (25%),234571 (9%),122 (2%),1100 (16%),0 (~0%),1,1,1,1,4,100,flatten,off,flatten,off,1,1,1
13min 24sec,29598 (0.118ms),792120 (67%),641397 (27%),122 (2%),2779 (40%),0 (~0%),8,1,1,1,1,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,10,1,1,1,1,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,2,1,1,1,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,4,1,1,1,100,flatten,off,off,off,1,1,1
13min 20sec,274338 (1.177ms),313317 (26%),244673 (10%),322 (7%),697 (10%),0 (~0%),1,1,5,1,1,100,flatten,off,off,off,1,1,1
13min 00sec,274338 (1.177ms),313300 (26%),244670 (10%),322 (7%),697 (10%),0 (~0%),1,1,8,1,1,100,flatten,off,off,off,1,1,1
12min 07sec,29668 (0.119ms),299561 (25%),221441 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,2,1,100,flatten,off,off,off,1,1,1
11min 46sec,22668 (0.091ms),299443 (25%),222712 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,1,8,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,10,1,1,1,4,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,5,1,1,4,100,flatten,off,off,off,1,1,1
13min 45sec,268338 (1.152ms),320511 (27%),245240 (10%),322 (7%),697 (10%),0 (~0%),1,1,16,1,4,100,flatten,off,off,off,1,1,1
12min 29sec,23668 (0.095ms),306755 (25%),222011 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,5,4,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,20,100,flatten,off,off,off,1,1,1
12min 36sec,1175748 (4.703ms),291791 (24%),280198 (11%),122 (2%),308 (4%),0 (~0%),1,1,1,1,4,4,flatten,off,off,off,1,1,1
12min 58sec,22598 (0.09ms),792002 (66%),642668 (27%),122 (2%),2779 (40%),0 (~0%),8,1,1,1,8,100,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,4,1,1,8,100,flatten,off,off,off,1,1,1
13min 21sec,267338 (1.147ms),313241 (26%),245944 (10%),322 (7%),697 (10%),0 (~0%),1,1,5,1,8,100,flatten,off,off,off,1,1,1
12min 01sec,22668 (0.091ms),299443 (25%),222712 (9%),122 (2%),700 (10%),0 (~0%),1,1,1,10,8,100,flatten,off,off,off,1,1,1
12min 12sec,605148 (2.597ms),286348 (24%),290655 (12%),122 (2%),340 (4%),0 (~0%),1,1,1,1,8,25,flatten,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,100,flatten,flatten,off,off,1,1,1
