compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PIPE__L0,__PIPE__L1,__PIPE__L2,__TILE__L0,__TILE__L1,__TILE__L2
05min 18sec,4250641 (17.003ms),20373 (1%),14013 (~0%),374 (8%),50 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,4,1
03min 20sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
03min 15sec,4399261 (19.997ms),20210 (1%),13889 (~0%),344 (7%),54 (~0%),0 (~0%),4,4,4,1,1,off,off,off,1,1,1
03min 22sec,4399261 (19.997ms),29569 (2%),22574 (~0%),196 (4%),114 (1%),10 (1%),4,4,4,4,1,off,off,off,1,1,1
03min 22sec,4399261 (19.64ms),38928 (3%),31259 (1%),48 (1%),174 (2%),20 (2%),4,4,4,4,4,off,off,off,1,1,1
60min 00sec,,,,,,,4,4,4,4,4,flatten,off,off,1,1,1
60min 00sec,,,,,,,4,4,4,4,4,flatten,flatten,off,1,1,1
60min 00sec,,,,,,,4,4,4,4,4,flatten,flatten,off,1,4,1
03min 28sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
04min 11sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),4,2,1,1,1,off,off,off,1,1,1
04min 11sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
04min 07sec,4399261 (19.997ms),20210 (1%),13889 (~0%),344 (7%),54 (~0%),0 (~0%),4,4,4,1,1,off,off,off,1,1,1
04min 11sec,4399261 (19.997ms),29569 (2%),22574 (~0%),196 (4%),114 (1%),10 (1%),4,4,4,4,1,off,off,off,1,1,1
04min 12sec,4399261 (19.64ms),38928 (3%),31259 (1%),48 (1%),174 (2%),20 (2%),4,4,4,4,4,off,off,off,1,1,1
04min 08sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
03min 43sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),4,2,1,1,1,off,off,off,1,1,1
03min 43sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
03min 41sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
03min 42sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,1,4,off,off,off,1,1,1
03min 41sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
03min 41sec,656131 (2.625ms),14793 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,4,1,1
03min 54sec,2505404 (10.022ms),19197 (1%),16089 (~0%),234 (5%),42 (~0%),0 (~0%),5,2,1,1,1,off,off,off,1,1,1
03min 43sec,4382137 (17.529ms),20109 (1%),13881 (~0%),344 (7%),54 (~0%),0 (~0%),5,2,2,1,1,off,off,off,1,1,1
03min 55sec,4382137 (19.563ms),30003 (2%),23078 (~0%),180 (4%),114 (1%),10 (1%),5,2,2,4,1,off,off,off,1,1,1
03min 56sec,4382137 (19.563ms),39897 (3%),32275 (1%),16 (~0%),174 (2%),20 (2%),5,2,2,4,4,off,off,off,1,1,1
03min 47sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),5,4,1,1,1,off,off,off,1,1,1
03min 36sec,4390697 (19.958ms),20159 (1%),13885 (~0%),344 (7%),54 (~0%),0 (~0%),5,4,2,1,1,off,off,off,1,1,1
03min 55sec,4390697 (19.601ms),29518 (2%),22570 (~0%),196 (4%),114 (1%),10 (1%),5,4,2,4,1,off,off,off,1,1,1
03min 48sec,4391737 (19.606ms),33706 (2%),27712 (1%),40 (~0%),139 (2%),20 (2%),5,4,2,4,2,off,off,off,1,1,1
60min 00sec,,,,,,,5,4,2,4,2,flatten,off,off,1,1,1
60min 00sec,,,,,,,5,4,2,4,2,flatten,off,off,8,1,1
60min 00sec,,,,,,,5,4,2,4,2,flatten,off,off,8,2,1
04min 08sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
04min 07sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
04min 07sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,1,4,off,off,off,1,1,1
04min 08sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
03min 51sec,4250641 (17.003ms),20373 (1%),14013 (~0%),374 (8%),50 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,4,1
03min 56sec,4250681 (17.003ms),20378 (1%),14014 (~0%),374 (8%),50 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,1,4
04min 07sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
04min 02sec,4306641 (17.227ms),20375 (1%),14010 (~0%),374 (8%),50 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,2,1
04min 09sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
04min 01sec,4399261 (19.997ms),20210 (1%),13889 (~0%),344 (7%),54 (~0%),0 (~0%),4,4,4,1,1,off,off,off,1,1,1
04min 09sec,4399261 (19.997ms),29569 (2%),22574 (~0%),196 (4%),114 (1%),10 (1%),4,4,4,4,1,off,off,off,1,1,1
04min 09sec,4399261 (19.64ms),38928 (3%),31259 (1%),48 (1%),174 (2%),20 (2%),4,4,4,4,4,off,off,off,1,1,1
04min 05sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
04min 08sec,656131 (2.625ms),14793 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,4,1,1
03min 29sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
03min 29sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
03min 27sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
03min 32sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,1,4,off,off,off,1,1,1
60min 00sec,,,,,,,4,1,1,1,1,off,flatten,off,1,1,1
03min 23sec,638906 (2.556ms),14792 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,2,1,1
03min 32sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
03min 29sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
03min 19sec,4250641 (17.003ms),20373 (1%),14013 (~0%),374 (8%),50 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,4,1
04min 00sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
04min 00sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),4,1,8,1,1,off,off,off,1,1,1
03min 59sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
03min 58sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,1,4,off,off,off,1,1,1
04min 09sec,628569 (2.514ms),21849 (1%),23083 (~0%),188 (4%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,8,1,1
03min 59sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
04min 01sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
04min 02sec,2556524 (11.621ms),19101 (1%),16414 (~0%),238 (5%),43 (~0%),0 (~0%),4,1,11,1,1,off,off,off,1,1,1
04min 01sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),4,1,1,8,1,off,off,off,1,1,1
03min 56sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,1,4,off,off,off,1,1,1
04min 01sec,632015 (2.528ms),21852 (1%),22859 (~0%),188 (4%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,4,1,1
04min 01sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),5,4,1,1,1,off,off,off,1,1,1
03min 54sec,4399257 (19.997ms),20209 (1%),13889 (~0%),344 (7%),54 (~0%),0 (~0%),5,4,4,1,1,off,off,off,1,1,1
03min 57sec,4399257 (19.997ms),29568 (2%),22574 (~0%),196 (4%),114 (1%),10 (1%),5,4,4,4,1,off,off,off,1,1,1
04min 00sec,4399257 (19.64ms),38927 (3%),31259 (1%),48 (1%),174 (2%),20 (2%),5,4,4,4,4,off,off,off,1,1,1
04min 02sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
04min 02sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),4,8,1,1,1,off,off,off,1,1,1
03min 57sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
03min 58sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
04min 11sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),4,1,1,1,8,off,off,off,1,1,1
04min 00sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
03min 46sec,4250641 (17.003ms),20373 (1%),14013 (~0%),374 (8%),50 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,4,1
03min 46sec,4250681 (17.003ms),20378 (1%),14014 (~0%),374 (8%),50 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,1,4
03min 36sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,1,1,1
03min 41sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,1,1,1
03min 48sec,2537684 (11.535ms),19045 (1%),15590 (~0%),238 (5%),43 (~0%),0 (~0%),4,8,1,1,1,off,off,off,1,1,1
03min 41sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
03min 46sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
03min 50sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),4,1,1,1,8,off,off,off,1,1,1
03min 45sec,4244281 (16.977ms),20382 (1%),14016 (~0%),380 (8%),50 (~0%),0 (~0%),4,1,1,1,1,off,off,off,1,1,8
03min 22sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,4,1,1,1,off,off,off,1,1,1
03min 21sec,2513964 (11.427ms),19269 (1%),15827 (~0%),234 (5%),42 (~0%),0 (~0%),4,1,4,1,1,off,off,off,1,1,1
03min 20sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,4,1,off,off,off,1,1,1
03min 19sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),4,1,1,1,4,off,off,off,1,1,1
03min 36sec,632015 (2.528ms),21852 (1%),22859 (~0%),188 (4%),20 (~0%),0 (~0%),4,1,1,1,1,off,off,off,4,1,1
03min 19sec,656131 (2.625ms),14793 (1%),14674 (~0%),124 (2%),20 (~0%),0 (~0%),1,1,1,1,1,off,off,off,4,1,1
03min 18sec,4250641 (17.003ms),20373 (1%),14013 (~0%),374 (8%),50 (~0%),0 (~0%),1,1,1,1,1,off,off,off,1,4,1
03min 51sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),5,1,1,1,4,off,off,off,1,1,1
03min 43sec,2679964 (12.182ms),27855 (2%),22615 (~0%),74 (1%),100 (1%),10 (1%),1,4,1,1,4,off,off,off,1,1,1
03min 53sec,2513964 (10.607ms),29559 (2%),27828 (1%),246 (5%),103 (1%),0 (~0%),1,1,4,1,4,off,off,off,1,1,1
03min 49sec,470244 (1.881ms),19918 (1%),21184 (~0%),124 (2%),34 (~0%),0 (~0%),1,1,1,4,4,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,4,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,4,off,flatten,off,1,1,1
03min 45sec,1077701 (4.311ms),25639 (2%),25570 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,1,4,off,off,off,2,1,1
03min 51sec,1012244 (4.049ms),25609 (2%),25793 (1%),124 (2%),80 (1%),0 (~0%),2,1,1,4,1,off,off,off,1,1,1
03min 53sec,2505404 (10.022ms),30734 (2%),29298 (1%),230 (5%),103 (1%),0 (~0%),1,2,1,4,1,off,off,off,1,1,1
03min 53sec,2273044 (9.092ms),29019 (2%),24424 (1%),74 (1%),106 (1%),10 (1%),1,1,2,4,1,off,off,off,1,1,1
03min 52sec,470244 (1.881ms),19918 (1%),21184 (~0%),124 (2%),34 (~0%),0 (~0%),1,1,1,4,4,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,4,1,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,4,1,off,flatten,off,1,1,1
03min 32sec,1077701 (4.311ms),25639 (2%),25570 (1%),124 (2%),80 (1%),0 (~0%),1,1,1,4,1,off,off,off,2,1,1
03min 45sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),2,1,1,8,1,off,off,off,1,1,1
04min 05sec,2513964 (10.056ms),50328 (4%),49829 (2%),230 (5%),184 (2%),0 (~0%),1,4,1,8,1,off,off,off,1,1,1
03min 50sec,2537684 (10.151ms),46878 (3%),43899 (1%),262 (6%),184 (2%),0 (~0%),1,8,1,8,1,off,off,off,1,1,1
03min 44sec,2641244 (12.006ms),40393 (3%),34139 (1%),74 (1%),185 (2%),20 (2%),1,1,4,8,1,off,off,off,1,1,1
03min 40sec,2670284 (12.138ms),40297 (3%),34152 (1%),78 (1%),186 (2%),20 (2%),1,1,8,8,1,off,off,off,1,1,1
04min 09sec,238164 (0.953ms),35805 (3%),29672 (1%),124 (2%),57 (~0%),0 (~0%),1,1,1,8,8,off,off,off,1,1,1
09min 06sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),1,1,1,8,11,off,off,off,1,1,1
03min 47sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),8,1,1,1,8,off,off,off,1,1,1
03min 45sec,2670284 (12.138ms),40297 (3%),34152 (1%),78 (1%),186 (2%),20 (2%),1,8,1,1,8,off,off,off,1,1,1
03min 55sec,2537684 (10.151ms),46878 (3%),43899 (1%),262 (6%),184 (2%),0 (~0%),1,1,8,1,8,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,flatten,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,1,1,8,off,off,flatten,1,1,1
04min 13sec,2266604 (9.066ms),53883 (4%),46598 (1%),102 (2%),230 (3%),20 (2%),1,8,1,8,8,off,off,off,1,1,1
04min 13sec,2266604 (9.066ms),53883 (4%),46598 (1%),102 (2%),230 (3%),20 (2%),1,1,8,8,8,off,off,off,1,1,1
04min 26sec,238164 (0.953ms),35805 (3%),29672 (1%),124 (2%),57 (~0%),0 (~0%),4,1,1,8,8,off,off,off,1,1,1
19min 43sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),1,1,1,22,8,off,off,off,1,1,1
19min 15sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),1,1,1,8,22,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,8,8,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,1,8,8,off,off,flatten,1,1,1
09min 33sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),2,1,1,8,11,off,off,off,1,1,1
07min 08sec,2223764 (8.895ms),75286 (6%),66548 (2%),190 (4%),267 (3%),10 (1%),1,2,1,8,11,off,off,off,1,1,1
07min 04sec,2232324 (8.929ms),73137 (6%),65761 (2%),190 (4%),268 (3%),10 (1%),1,4,1,8,11,off,off,off,1,1,1
07min 43sec,2239204 (8.957ms),93632 (7%),69783 (2%),102 (2%),287 (4%),20 (2%),1,1,4,8,11,off,off,off,1,1,1
07min 39sec,2262764 (9.051ms),93530 (7%),69798 (2%),102 (2%),288 (4%),20 (2%),1,1,8,8,11,off,off,off,1,1,1
03min 57sec,354204 (1.417ms),28998 (2%),26603 (1%),124 (2%),57 (~0%),0 (~0%),1,1,1,8,4,off,off,off,1,1,1
19min 37sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),4,1,1,22,8,off,off,off,1,1,1
19min 49sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),8,1,1,22,8,off,off,off,1,1,1
36min 05sec,2230724 (9.412ms),127452 (10%),80742 (3%),166 (3%),213 (3%),20 (2%),1,2,1,22,8,off,off,off,1,1,1
35min 59sec,2239204 (9.448ms),127485 (10%),80758 (3%),166 (3%),213 (3%),20 (2%),1,4,1,22,8,off,off,off,1,1,1
11min 42sec,2209644 (8.839ms),116872 (9%),106636 (4%),330 (7%),482 (7%),0 (~0%),1,1,2,22,8,off,off,off,1,1,1
11min 53sec,2218204 (8.873ms),114723 (9%),105849 (4%),330 (7%),483 (7%),0 (~0%),1,1,4,22,8,off,off,off,1,1,1
10min 08sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),1,1,1,11,8,off,off,off,1,1,1
09min 39sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),1,8,1,8,22,off,off,off,1,1,1
36min 35sec,2281484 (9.627ms),127343 (10%),80698 (3%),166 (3%),213 (3%),20 (2%),1,1,11,8,22,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,22,22,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,8,88,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,8,22,flatten,off,off,1,1,1
19min 50sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),4,1,1,8,22,off,off,off,1,1,1
09min 42sec,4010841 (16.043ms),131944 (11%),126023 (5%),328 (7%),612 (8%),20 (2%),1,1,1,8,22,off,off,off,1,2,1
08min 28sec,3979641 (15.919ms),132221 (11%),117923 (4%),276 (6%),616 (9%),24 (2%),1,1,1,8,22,off,off,off,1,1,4
05min 06sec,238164 (0.953ms),35805 (3%),29672 (1%),124 (2%),57 (~0%),0 (~0%),5,1,1,8,8,off,off,off,1,1,1
05min 03sec,238164 (0.953ms),35805 (3%),29672 (1%),124 (2%),57 (~0%),0 (~0%),8,1,1,8,8,off,off,off,1,1,1
05min 00sec,238164 (0.953ms),35805 (3%),29672 (1%),124 (2%),57 (~0%),0 (~0%),10,1,1,8,8,off,off,off,1,1,1
05min 18sec,2234324 (8.937ms),57564 (4%),48592 (2%),70 (1%),212 (3%),20 (2%),4,2,1,8,8,off,off,off,1,1,1
05min 03sec,2242884 (8.972ms),55415 (4%),47805 (2%),70 (1%),213 (3%),20 (2%),4,4,1,8,8,off,off,off,1,1,1
05min 12sec,2234324 (8.937ms),57564 (4%),48592 (2%),70 (1%),212 (3%),20 (2%),4,1,2,8,8,off,off,off,1,1,1
05min 11sec,2242884 (8.972ms),55415 (4%),47805 (2%),70 (1%),213 (3%),20 (2%),4,1,4,8,8,off,off,off,1,1,1
10min 43sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),4,1,1,11,8,off,off,off,1,1,1
22min 10sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),10,1,1,22,8,off,off,off,1,1,1
38min 18sec,2262764 (9.548ms),127380 (10%),80762 (3%),166 (3%),214 (3%),20 (2%),4,8,1,22,8,off,off,off,1,1,1
09min 43sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),4,1,8,22,8,off,off,off,1,1,1
60min 00sec,,,,,,,4,1,1,22,11,off,off,off,1,1,1
60min 00sec,,,,,,,4,1,1,22,8,off,flatten,off,1,1,1
19min 14sec,178066 (0.712ms),91792 (7%),56328 (2%),220 (5%),154 (2%),0 (~0%),4,1,1,22,8,off,off,off,2,1,1
09min 43sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),2,1,1,11,8,off,off,off,1,1,1
09min 37sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),5,1,1,11,8,off,off,off,1,1,1
09min 37sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),8,1,1,11,8,off,off,off,1,1,1
07min 44sec,2239204 (8.957ms),93632 (7%),69783 (2%),102 (2%),287 (4%),20 (2%),1,4,1,11,8,off,off,off,1,1,1
07min 47sec,2262764 (9.051ms),93530 (7%),69798 (2%),102 (2%),288 (4%),20 (2%),1,8,1,11,8,off,off,off,1,1,1
07min 52sec,2285444 (9.142ms),92100 (7%),68404 (2%),146 (3%),287 (4%),20 (2%),1,11,1,11,8,off,off,off,1,1,1
07min 10sec,2223764 (8.895ms),75286 (6%),66548 (2%),190 (4%),267 (3%),10 (1%),1,1,2,11,8,off,off,off,1,1,1
07min 11sec,2232324 (8.929ms),73137 (6%),65761 (2%),190 (4%),268 (3%),10 (1%),1,1,4,11,8,off,off,off,1,1,1
60min 00sec,,,,,,,2,1,1,22,11,off,off,off,1,1,1
60min 00sec,,,,,,,5,1,1,22,11,off,off,off,1,1,1
60min 00sec,,,,,,,1,4,1,22,11,off,off,off,1,1,1
60min 00sec,,,,,,,1,8,1,22,11,off,off,off,1,1,1
19min 03sec,2206004 (8.824ms),153197 (12%),127426 (5%),362 (8%),557 (8%),0 (~0%),1,1,2,22,11,off,off,off,1,1,1
19min 09sec,2214484 (8.858ms),153226 (12%),127442 (5%),362 (8%),557 (8%),0 (~0%),1,1,4,22,11,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,88,11,off,off,off,1,1,1
15min 17sec,512484 (2.05ms),86898 (7%),49469 (2%),220 (5%),154 (2%),0 (~0%),1,1,1,22,2,off,off,off,1,1,1
22min 16sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),20,1,1,22,8,off,off,off,1,1,1
50min 19sec,2281484 (9.627ms),127343 (10%),80698 (3%),166 (3%),213 (3%),20 (2%),10,11,1,22,8,off,off,off,1,1,1
09min 47sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),10,1,8,22,8,off,off,off,1,1,1
10min 35sec,206364 (0.825ms),54759 (4%),34696 (1%),156 (3%),77 (1%),0 (~0%),10,1,1,11,8,off,off,off,1,1,1
60min 00sec,,,,,,,10,1,1,22,22,off,off,off,1,1,1
60min 00sec,,,,,,,10,1,1,22,8,flatten,off,off,1,1,1
22min 22sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),10,1,1,22,8,off,off,off,8,1,1
09min 40sec,3949001 (15.796ms),131178 (11%),125437 (5%),352 (8%),616 (9%),20 (2%),10,1,1,22,8,off,off,off,1,1,8
60min 00sec,,,,,,,2,1,1,22,22,off,off,off,1,1,1
60min 00sec,,,,,,,1,2,1,22,22,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,2,22,22,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,11,22,off,off,off,1,1,1
60min 00sec,,,,,,,1,1,1,22,22,off,flatten,off,1,1,1
60min 00sec,,,,,,,1,1,1,22,22,off,off,off,2,1,1
24min 16sec,167731 (0.671ms),91791 (7%),56328 (2%),220 (5%),154 (2%),0 (~0%),10,1,1,22,8,off,off,off,2,1,1
49min 20sec,2276546 (9.606ms),127410 (10%),80649 (3%),166 (3%),214 (3%),20 (2%),4,8,1,22,8,off,off,off,2,1,1
12min 15sec,2255706 (9.023ms),113221 (9%),104529 (4%),362 (8%),500 (7%),0 (~0%),4,1,8,22,8,off,off,off,2,1,1
12min 39sec,220146 (0.881ms),54790 (4%),34473 (1%),156 (3%),77 (1%),0 (~0%),4,1,1,11,8,off,off,off,2,1,1
60min 00sec,,,,,,,4,1,1,22,22,off,off,off,2,1,1
60min 00sec,,,,,,,4,1,1,22,8,off,flatten,off,2,1,1
24min 23sec,178146 (0.713ms),92631 (7%),58237 (2%),220 (5%),154 (2%),0 (~0%),4,1,1,22,8,off,off,off,2,1,8
28min 01sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),2,1,1,22,8,off,off,off,1,1,1
26min 42sec,164284 (0.657ms),91761 (7%),56551 (2%),220 (5%),154 (2%),0 (~0%),5,1,1,22,8,off,off,off,1,1,1
50min 16sec,2230724 (9.412ms),127452 (10%),80742 (3%),166 (3%),213 (3%),20 (2%),20,2,1,22,8,off,off,off,1,1,1
50min 53sec,2239204 (9.448ms),127485 (10%),80758 (3%),166 (3%),213 (3%),20 (2%),20,4,1,22,8,off,off,off,1,1,1
12min 55sec,2241924 (8.968ms),113191 (9%),104642 (4%),362 (8%),500 (7%),0 (~0%),20,1,8,22,8,off,off,off,1,1,1
12min 45sec,2260764 (9.043ms),113572 (9%),104835 (4%),362 (8%),483 (7%),0 (~0%),20,1,11,22,8,off,off,off,1,1,1
07min 07sec,973524 (3.894ms),42852 (3%),40374 (1%),124 (2%),160 (2%),0 (~0%),20,1,1,1,8,off,off,off,1,1,1
60min 00sec,,,,,,,10,4,1,22,8,off,off,off,2,1,1
59min 48sec,2266211 (9.562ms),127409 (10%),80649 (3%),166 (3%),214 (3%),20 (2%),10,8,1,22,8,off,off,off,2,1,1
11min 49sec,2221651 (8.887ms),114752 (9%),105736 (4%),330 (7%),483 (7%),0 (~0%),10,1,4,22,8,off,off,off,2,1,1
