compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PIPE__L0,__TILE__L0
04min 21sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 24sec,662536 (2.844ms),27486 (2%),22884 (~0%),466 (10%),17 (~0%),0 (~0%),10,5,1,off,8
04min 03sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,390
04min 07sec,532021 (2.274ms),22841 (1%),25920 (1%),414 (9%),57 (~0%),0 (~0%),1,5,5,off,1
04min 13sec,533581 (2.382ms),22995 (1%),25995 (1%),414 (9%),58 (~0%),0 (~0%),2,5,5,off,1
04min 26sec,345408 (1.476ms),21404 (1%),21572 (~0%),64 (1%),59 (~0%),20 (2%),26,5,5,off,1
04min 24sec,1164742 (4.659ms),22040 (1%),23837 (1%),280 (6%),59 (~0%),0 (~0%),10,1,5,off,1
04min 22sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
04min 25sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
60min 00sec,,,,,,,10,5,5,flatten,1
04min 11sec,538038 (2.309ms),27302 (2%),22926 (~0%),80 (1%),59 (~0%),20 (2%),10,5,5,off,4
03min 57sec,581115 (2.483ms),16795 (1%),17101 (~0%),298 (6%),28 (~0%),0 (~0%),15,5,2,off,1
03min 54sec,580773 (2.482ms),18255 (1%),19096 (~0%),318 (7%),27 (~0%),0 (~0%),2,5,2,off,1
03min 48sec,579974 (2.479ms),17515 (1%),18063 (~0%),318 (7%),23 (~0%),0 (~0%),1,5,2,off,1
04min 50sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
04min 25sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 28sec,584315 (2.508ms),27879 (2%),25266 (1%),210 (4%),27 (~0%),10 (1%),10,5,2,off,4
05min 43sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
06min 01sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
05min 59sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
05min 35sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
06min 14sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 01sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
05min 52sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
07min 42sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
05min 26sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
05min 45sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
05min 33sec,660705 (2.824ms),17636 (1%),17139 (~0%),286 (6%),18 (~0%),0 (~0%),2,5,1,off,1
06min 18sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
06min 11sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
07min 38sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
05min 36sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
05min 03sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
04min 45sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
07min 20sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 19sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
08min 37sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
08min 38sec,737410 (2.95ms),61782 (5%),27874 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,8
04min 55sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
04min 38sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 55sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 38sec,661060 (2.825ms),16149 (1%),15107 (~0%),266 (6%),18 (~0%),0 (~0%),3,5,1,off,1
06min 42sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
08min 41sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
04min 55sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
06min 08sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
06min 43sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
06min 46sec,736101 (2.944ms),33772 (2%),16964 (~0%),208 (4%),14 (~0%),0 (~0%),6,2,1,off,1
05min 03sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
06min 51sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 38sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
07min 18sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
04min 51sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
06min 45sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
06min 31sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
06min 44sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 41sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
06min 41sec,664265 (2.851ms),27309 (2%),22648 (~0%),146 (3%),17 (~0%),10 (1%),10,5,1,off,4
06min 50sec,662536 (2.844ms),27486 (2%),22884 (~0%),466 (10%),17 (~0%),0 (~0%),10,5,1,off,8
07min 03sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
07min 03sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
07min 07sec,736345 (3.287ms),35193 (2%),19319 (~0%),226 (5%),14 (~0%),0 (~0%),2,2,1,off,1
06min 36sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
07min 12sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
07min 12sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
07min 19sec,591801 (2.367ms),43133 (3%),34448 (1%),464 (10%),130 (1%),0 (~0%),10,2,10,off,1
08min 06sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
06min 52sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
07min 12sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
06min 49sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
07min 06sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
07min 02sec,664265 (2.851ms),27309 (2%),22648 (~0%),146 (3%),17 (~0%),10 (1%),10,5,1,off,4
06min 57sec,662536 (2.844ms),27486 (2%),22884 (~0%),466 (10%),17 (~0%),0 (~0%),10,5,1,off,8
05min 00sec,532021 (2.274ms),22841 (1%),25920 (1%),414 (9%),57 (~0%),0 (~0%),1,5,5,off,1
04min 59sec,533581 (2.382ms),22995 (1%),25995 (1%),414 (9%),58 (~0%),0 (~0%),2,5,5,off,1
05min 12sec,345408 (1.476ms),21404 (1%),21572 (~0%),64 (1%),59 (~0%),20 (2%),26,5,5,off,1
05min 03sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
05min 09sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
05min 08sec,1164742 (4.659ms),22040 (1%),23837 (1%),280 (6%),59 (~0%),0 (~0%),10,1,5,off,1
05min 03sec,535595 (2.299ms),27576 (2%),23282 (~0%),720 (16%),59 (~0%),0 (~0%),10,5,5,off,8
04min 35sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 56sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 39sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
05min 19sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
05min 24sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
05min 12sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 45sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
03min 56sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 47sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 09sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
06min 13sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
06min 02sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 33sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
05min 20sec,345408 (1.476ms),21404 (1%),21572 (~0%),64 (1%),59 (~0%),20 (2%),26,5,5,off,1
05min 14sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
05min 25sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
04min 52sec,516954 (2.209ms),25987 (2%),32148 (1%),556 (12%),130 (1%),0 (~0%),10,5,10,off,1
04min 59sec,544424 (2.337ms),26925 (2%),22461 (~0%),120 (2%),59 (~0%),10 (1%),10,5,5,off,2
05min 00sec,538038 (2.309ms),27302 (2%),22926 (~0%),80 (1%),59 (~0%),20 (2%),10,5,5,off,4
04min 55sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
04min 40sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
05min 06sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
04min 59sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
05min 22sec,591801 (2.367ms),43133 (3%),34448 (1%),464 (10%),130 (1%),0 (~0%),10,2,10,off,1
06min 36sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
06min 41sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
06min 37sec,737410 (2.95ms),61782 (5%),27874 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,8
04min 51sec,532021 (2.274ms),22841 (1%),25920 (1%),414 (9%),57 (~0%),0 (~0%),1,5,5,off,1
04min 54sec,533581 (2.382ms),22995 (1%),25995 (1%),414 (9%),58 (~0%),0 (~0%),2,5,5,off,1
04min 56sec,345408 (1.476ms),21404 (1%),21572 (~0%),64 (1%),59 (~0%),20 (2%),26,5,5,off,1
05min 00sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
04min 55sec,454944 (1.944ms),23108 (1%),26031 (1%),546 (12%),59 (~0%),0 (~0%),10,10,5,off,1
04min 55sec,1164742 (4.659ms),22040 (1%),23837 (1%),280 (6%),59 (~0%),0 (~0%),10,1,5,off,1
04min 44sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 49sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
04min 25sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
06min 49sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
05min 08sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
06min 50sec,737410 (2.95ms),61782 (5%),27874 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,8
04min 19sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 29sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 23sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
05min 08sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
05min 02sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
04min 50sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
04min 33sec,516954 (2.209ms),25987 (2%),32148 (1%),556 (12%),130 (1%),0 (~0%),10,5,10,off,1
07min 06sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
06min 48sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
07min 41sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
07min 22sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
08min 45sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
08min 54sec,737410 (2.95ms),61782 (5%),27874 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,8
07min 34sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,390
06min 54sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
06min 33sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
07min 55sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
07min 26sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
06min 54sec,516954 (2.209ms),25987 (2%),32148 (1%),556 (12%),130 (1%),0 (~0%),10,5,10,off,1
07min 02sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
07min 23sec,664265 (2.851ms),27309 (2%),22648 (~0%),146 (3%),17 (~0%),10 (1%),10,5,1,off,4
04min 11sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
03min 56sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
04min 21sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
06min 07sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
06min 05sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
05min 00sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
05min 00sec,591801 (2.367ms),43133 (3%),34448 (1%),464 (10%),130 (1%),0 (~0%),10,2,10,off,1
03min 41sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 08sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 59sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 08sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
04min 28sec,664265 (2.851ms),27309 (2%),22648 (~0%),146 (3%),17 (~0%),10 (1%),10,5,1,off,4
04min 53sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
05min 22sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
05min 30sec,736101 (2.944ms),33772 (2%),16964 (~0%),208 (4%),14 (~0%),0 (~0%),6,2,1,off,1
04min 46sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
05min 33sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 56sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
05min 02sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
04min 29sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
04min 46sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
04min 26sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
05min 30sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
05min 34sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
07min 02sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
04min 56sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
05min 33sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
05min 25sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
06min 23sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
05min 43sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
07min 22sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
07min 31sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
07min 30sec,737410 (2.95ms),61782 (5%),27874 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,8
05min 22sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
05min 20sec,660705 (2.824ms),17636 (1%),17139 (~0%),286 (6%),18 (~0%),0 (~0%),2,5,1,off,1
05min 13sec,661060 (2.825ms),16149 (1%),15107 (~0%),266 (6%),18 (~0%),0 (~0%),3,5,1,off,1
06min 19sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
07min 53sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
05min 26sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 34sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
03min 56sec,581115 (2.483ms),16795 (1%),17101 (~0%),298 (6%),28 (~0%),0 (~0%),15,5,2,off,1
04min 00sec,580773 (2.482ms),18255 (1%),19096 (~0%),318 (7%),27 (~0%),0 (~0%),2,5,2,off,1
04min 05sec,579974 (2.479ms),17515 (1%),18063 (~0%),318 (7%),23 (~0%),0 (~0%),1,5,2,off,1
04min 51sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
04min 46sec,1052781 (4.211ms),16593 (1%),14344 (~0%),208 (4%),25 (~0%),0 (~0%),10,1,2,off,1
04min 17sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2, ,1
04min 03sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
04min 40sec,734785 (2.939ms),34951 (2%),19286 (~0%),226 (5%),13 (~0%),0 (~0%),1,2,1,off,1
05min 42sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
06min 11sec,735519 (2.942ms),33469 (2%),16897 (~0%),206 (4%),14 (~0%),0 (~0%),5,2,1,off,1
06min 25sec,736101 (2.944ms),33772 (2%),16964 (~0%),208 (4%),14 (~0%),0 (~0%),6,2,1,off,1
05min 28sec,660862 (2.824ms),16451 (1%),15158 (~0%),268 (6%),18 (~0%),0 (~0%),10,5,1,off,1
05min 57sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
07min 41sec,743720 (2.975ms),61644 (5%),27738 (1%),204 (4%),15 (~0%),4 (~0%),10,2,1,off,2
05min 17sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
05min 30sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
05min 30sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
06min 24sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
06min 25sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
07min 48sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
05min 31sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
06min 06sec,668443 (2.869ms),27073 (2%),22365 (~0%),166 (3%),17 (~0%),5 (~0%),10,5,1,off,2
04min 40sec,736345 (3.287ms),35193 (2%),19319 (~0%),226 (5%),14 (~0%),0 (~0%),2,2,1,off,1
04min 23sec,735909 (2.944ms),33476 (2%),16910 (~0%),206 (4%),14 (~0%),0 (~0%),3,2,1,off,1
03min 57sec,613749 (2.455ms),33838 (2%),16845 (~0%),336 (7%),15 (~0%),0 (~0%),26,2,1,off,1
04min 43sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
04min 26sec,1132731 (4.531ms),16329 (1%),12221 (~0%),208 (4%),14 (~0%),0 (~0%),10,1,1,off,1
06min 08sec,739540 (2.958ms),61736 (5%),27838 (1%),332 (7%),15 (~0%),0 (~0%),10,2,1,off,4
03min 26sec,661060 (2.825ms),16208 (1%),15095 (~0%),266 (6%),17 (~0%),0 (~0%),13,5,1,off,1
03min 56sec,363328 (1.553ms),15871 (1%),13151 (~0%),128 (2%),17 (~0%),10 (1%),26,5,1,off,1
03min 29sec,659924 (2.82ms),17329 (1%),16930 (~0%),286 (6%),15 (~0%),0 (~0%),1,5,1,off,1
04min 44sec,735711 (2.943ms),33778 (2%),16951 (~0%),208 (4%),14 (~0%),0 (~0%),10,2,1,off,1
04min 42sec,422931 (1.807ms),18637 (1%),15767 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,1,off,1
06min 14sec,349219 (1.505ms),190683 (16%),348669 (14%),964 (22%),3747 (54%),0 (~0%),10,410,1,off,1
03min 56sec,580917 (2.483ms),17100 (1%),17156 (~0%),300 (6%),28 (~0%),0 (~0%),10,5,2,off,1
04min 34sec,581115 (2.483ms),16795 (1%),17101 (~0%),298 (6%),28 (~0%),0 (~0%),15,5,2,off,1
04min 40sec,581307 (2.484ms),17095 (1%),17172 (~0%),300 (6%),28 (~0%),0 (~0%),6,5,2,off,1
04min 37sec,580773 (2.482ms),18255 (1%),19096 (~0%),318 (7%),27 (~0%),0 (~0%),2,5,2,off,1
05min 53sec,655761 (2.623ms),34042 (2%),19074 (~0%),208 (4%),25 (~0%),0 (~0%),10,2,2,off,1
05min 54sec,342981 (1.466ms),18114 (1%),17060 (~0%),442 (10%),32 (~0%),0 (~0%),10,10,2,off,1
06min 58sec,269269 (1.161ms),190170 (16%),349962 (14%),964 (22%),3747 (54%),0 (~0%),10,410,2,off,1
04min 58sec,532945 (2.278ms),21813 (1%),23983 (1%),396 (9%),58 (~0%),0 (~0%),10,5,5,off,1
60min 00sec,,,,,,,10,5,2,flatten,1
05min 04sec,533581 (2.382ms),22995 (1%),25995 (1%),414 (9%),58 (~0%),0 (~0%),2,5,5,off,1
04min 46sec,533143 (2.278ms),21511 (1%),23942 (1%),394 (9%),58 (~0%),0 (~0%),3,5,5,off,1
05min 03sec,345408 (1.476ms),21404 (1%),21572 (~0%),64 (1%),59 (~0%),20 (2%),26,5,5,off,1
05min 13sec,767727 (3.071ms),40580 (3%),29341 (1%),312 (7%),61 (~0%),0 (~0%),10,2,5,off,1
