compilation time,cycles,lut utilization,FF utilization,BRAM utilization,DSP utilization,URAM utilization,__PARA__L0,__PARA__L1,__PARA__L2,__PARA__L3,__PARA__L4,__PARA__L5,__PARA__L6,__PARA__L7,__PARA__L8,__PIPE__L0,__PIPE__L1,__PIPE__L2,__PIPE__L3,__PIPE__L4,__PIPE__L5,__TILE__L0,__TILE__L1,__TILE__L2,__TILE__L3,__TILE__L4,__TILE__L5
06min 46sec,1780602 (7.122ms),130974 (11%),106260 (4%),1722 (39%),583 (8%),6 (~0%),1,50,10,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,1,1,1,1,1
05min 39sec,1806195 (7.719ms),22000 (1%),17093 (~0%),170 (3%),45 (~0%),6 (~0%),1,10,1,1,1,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
07min 49sec,696155 (2.785ms),200246 (16%),163214 (6%),1702 (39%),1008 (14%),46 (4%),1,50,40,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 49sec,1725402 (6.902ms),131907 (11%),106631 (4%),1722 (39%),584 (8%),8 (~0%),10,50,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 51sec,1998667 (8.541ms),26173 (2%),20874 (~0%),180 (4%),31 (~0%),6 (~0%),1,1,1,1,5,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 29sec,929366 (3.972ms),132615 (11%),108166 (4%),1746 (40%),583 (8%),6 (~0%),1,50,1,1,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 29sec,708933 (2.836ms),200592 (16%),175671 (7%),1912 (44%),1055 (15%),45 (4%),1,50,40,1,1,5,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
55min 12sec,1025518 (4.383ms),2923168 (247%),3806743 (160%),198 (4%),38317 (560%),2 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,1,1,1,8,1
07min 02sec,     ?,162954 (13%),209642 (8%),1768 (40%),580 (8%),4 (~0%),1,50,1,1,1,14,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 56sec,935286 (3.997ms),133041 (11%),108365 (4%),1746 (40%),581 (8%),6 (~0%),1,50,1,50,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 06sec,1484996 (5.94ms),130987 (11%),106245 (4%),1722 (39%),585 (8%),6 (~0%),1,50,2,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 56sec,906477 (3.874ms),202166 (17%),249017 (10%),1746 (40%),1133 (16%),6 (~0%),1,50,1,1,1,1,10,8,1,off,off,off,off,off,off,1,1,1,1,1,1
08min 09sec,696222 (2.785ms),207080 (17%),164228 (6%),1702 (39%),1005 (14%),46 (4%),1,50,40,1,10,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,1,1,1,1,2
10min 59sec,684016 (2.923ms),324629 (27%),327174 (13%),2502 (57%),1448 (21%),6 (~0%),1,50,40,1,1,1,1,1,10,off,off,off,off,off,off,1,1,1,1,1,1
54min 55sec,1025518 (4.383ms),2923168 (247%),3806743 (160%),198 (4%),38317 (560%),2 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,1,1,1,8,2
07min 47sec,739657 (2.959ms),200703 (16%),167365 (7%),1724 (39%),1010 (14%),45 (4%),1,50,40,25,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
54min 21sec,946623 (4.063ms),1389976 (117%),2670563 (112%),158 (3%),31810 (465%),4 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,1,8,1,1,1
55min 35sec,1047312 (4.476ms),2917441 (246%),3797764 (160%),198 (4%),38320 (560%),2 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,8,1,1,1,1
60min 00sec,,,,,,,1,50,40,1,1,1,1,1,10,off,off,off,off,flatten,off,1,1,1,1,1,1
11min 17sec,684083 (2.923ms),331463 (28%),328188 (13%),2502 (57%),1445 (21%),6 (~0%),1,50,40,1,10,1,1,1,10,off,off,off,off,off,off,1,1,1,1,1,1
07min 46sec,874468 (3.498ms),203152 (17%),168586 (7%),1724 (39%),1008 (14%),45 (4%),1,50,40,5,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
55min 14sec,1046282 (4.49ms),1398281 (118%),2677468 (113%),206 (4%),31835 (465%),2 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,8,8,1,1,1
06min 51sec,901323 (3.852ms),136699 (11%),109931 (4%),1770 (40%),591 (8%),4 (~0%),1,50,5,1,1,1,1,1,10,off,off,off,off,off,off,1,1,1,1,1,1
54min 49sec,1274760 (5.448ms),2922879 (247%),3808226 (161%),210 (4%),38331 (560%),2 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,8,1,1,1,8,1
60min 00sec,,,,,,,1,50,40,1,1,1,1,1,10,flatten,off,off,off,off,off,1,1,1,1,1,1
56min 37sec,1047312 (4.476ms),2917441 (246%),3797764 (160%),198 (4%),38320 (560%),2 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,8,1,1,1,8
06min 41sec,928605 (3.968ms),136692 (11%),109938 (4%),1770 (40%),591 (8%),4 (~0%),1,50,8,1,1,1,1,1,10,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,1,50,40,1,1,1,1,1,10,off,off,flatten,off,off,off,1,1,1,1,1,1
56min 27sec,992918 (4.243ms),2917547 (246%),3800837 (160%),198 (4%),38317 (560%),2 (~0%),1,1,1,1,1,1,1,8,1,off,off,flatten,off,off,off,1,1,1,1,4,1
04min 34sec,2823953 (11.296ms),17717 (1%),12608 (~0%),126 (2%),22 (~0%),8 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 34sec,2093090 (8.372ms),83680 (7%),75225 (3%),118 (2%),552 (8%),6 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,flatten,1,1,1,1,1,1
06min 02sec,3137989 (12.552ms),19777 (1%),14203 (~0%),138 (3%),34 (~0%),8 (~0%),10,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 16sec,5342478 (21.37ms),26223 (2%),34821 (1%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,2,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 28sec,2244250 (9.591ms),49727 (4%),38471 (1%),118 (2%),60 (~0%),6 (~0%),1,1,1,1,1,1,1,1,25,off,off,off,off,off,off,1,1,1,1,1,1
05min 52sec,2357953 (9.432ms),19575 (1%),14516 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,6,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 48sec,3122120 (12.488ms),18829 (1%),13829 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,8,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 08sec,2275053 (9.722ms),27978 (2%),17741 (~0%),166 (3%),39 (~0%),6 (~0%),1,1,1,1,1,1,1,1,10,off,off,off,off,off,off,1,1,1,1,1,1
42min 44sec,2197258 (8.789ms),2499736 (211%),3258388 (137%),102 (2%),32857 (480%),6 (~0%),1,1,1,1,1,1,1,1,1,flatten,off,off,off,off,off,1,1,1,1,1,1
04min 55sec,2633330 (11.254ms),49140 (4%),36140 (1%),190 (4%),72 (1%),6 (~0%),1,1,1,10,1,1,1,1,25,off,off,off,off,off,off,1,1,1,1,1,1
42min 37sec,2197258 (8.789ms),2499736 (211%),3258388 (137%),102 (2%),32857 (480%),6 (~0%),1,1,1,1,1,1,1,1,1,flatten,off,off,off,off,off,1,1,1,4,1,1
04min 56sec,2281335 (9.749ms),51668 (4%),39687 (1%),130 (3%),71 (1%),4 (~0%),1,1,5,1,1,1,1,1,25,off,off,off,off,off,off,1,1,1,1,1,1
43min 07sec,1612755 (6.892ms),2521501 (213%),3274454 (138%),102 (2%),32854 (480%),4 (~0%),1,1,1,1,1,1,1,1,25,flatten,off,off,off,off,off,1,1,1,1,1,1
05min 08sec,2342332 (9.369ms),83390 (7%),76708 (3%),130 (3%),566 (8%),6 (~0%),8,1,1,1,1,1,1,1,1,off,off,off,off,off,flatten,1,1,1,1,1,1
04min 57sec,1047250 (4.475ms),53425 (4%),43315 (1%),208 (4%),60 (~0%),4 (~0%),1,1,1,1,1,1,1,20,25,off,off,off,off,off,off,1,1,1,1,1,1
05min 27sec,793819 (3.392ms),141536 (11%),136036 (5%),102 (2%),881 (12%),4 (~0%),1,1,1,1,1,1,1,20,25,off,off,off,off,flatten,off,1,1,1,1,1,1
06min 21sec,     ?,113043 (9%),308169 (13%),230 (5%),58 (~0%),2 (~0%),1,1,1,1,1,7,1,20,25,off,off,off,off,off,off,1,1,1,1,1,1
06min 15sec,1731599 (7.432ms),172078 (14%),169735 (7%),174 (4%),1227 (17%),4 (~0%),1,1,1,1,1,1,1,1,25,off,off,off,flatten,off,off,1,1,1,8,1,1
05min 13sec,2343769 (9.375ms),83853 (7%),76576 (3%),118 (2%),564 (8%),6 (~0%),1,1,1,10,1,1,1,1,1,off,off,off,off,off,flatten,1,1,1,1,1,1
05min 30sec,1463555 (5.854ms),117049 (9%),110332 (4%),102 (2%),661 (9%),4 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,flatten,off,flatten,1,1,1,1,1,1
05min 10sec,1601090 (6.842ms),86393 (7%),78551 (3%),174 (4%),552 (8%),4 (~0%),1,1,1,1,1,1,12,1,1,off,off,off,off,off,flatten,1,1,1,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,1,1,1,1,off,flatten,off,off,off,flatten,1,1,1,1,1,1
06min 23sec,1630135 (6.966ms),115301 (9%),247187 (10%),230 (5%),58 (~0%),2 (~0%),1,1,1,1,1,10,1,20,25,off,off,off,off,off,off,1,1,1,1,1,1
05min 07sec,1260750 (5.388ms),52854 (4%),39895 (1%),150 (3%),60 (~0%),4 (~0%),1,1,1,1,1,1,1,4,25,off,off,off,off,off,off,1,1,1,1,1,1
06min 09sec,3313819 (14.162ms),150053 (12%),158241 (6%),124 (2%),879 (12%),2 (~0%),1,1,1,1,1,2,1,20,25,off,off,off,off,flatten,off,1,1,1,1,1,1
39min 33sec,1846858 (7.893ms),2512617 (212%),3269309 (138%),218 (5%),32873 (480%),6 (~0%),1,1,1,1,1,1,1,1,25,flatten,off,off,off,off,off,1,4,1,1,1,1
38min 32sec,2663862 (10.655ms),2506685 (212%),3262731 (137%),118 (2%),32872 (480%),8 (~0%),1,1,1,1,1,1,1,1,1,flatten,off,off,off,off,off,1,8,1,1,1,1
05min 43sec,855461 (3.656ms),145957 (12%),140574 (5%),114 (2%),936 (13%),2 (~0%),1,1,8,1,1,1,1,20,25,off,off,off,off,flatten,off,1,1,1,1,1,1
04min 08sec,2823953 (11.296ms),17717 (1%),12608 (~0%),126 (2%),22 (~0%),8 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 49sec,3137989 (12.552ms),19777 (1%),14203 (~0%),138 (3%),34 (~0%),8 (~0%),10,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 45sec,4272977 (17.092ms),19762 (1%),14313 (~0%),150 (3%),35 (~0%),8 (~0%),1,25,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 38sec,3561702 (14.247ms),18835 (1%),13842 (~0%),150 (3%),33 (~0%),6 (~0%),1,1,20,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 49sec,2869455 (11.478ms),22292 (1%),16738 (~0%),148 (3%),22 (~0%),7 (~0%),1,1,1,25,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 49sec,3405402 (13.622ms),20224 (1%),14065 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,1,14,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 56sec,2331953 (9.966ms),24447 (2%),20734 (~0%),230 (5%),55 (~0%),6 (~0%),1,1,1,1,1,1,20,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 49sec,1626953 (6.508ms),23570 (1%),19451 (~0%),206 (4%),55 (~0%),6 (~0%),1,1,1,1,1,1,1,16,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 14sec,2244250 (9.591ms),49727 (4%),38471 (1%),118 (2%),60 (~0%),6 (~0%),1,1,1,1,1,1,1,1,25,off,off,off,off,off,off,1,1,1,1,1,1
05min 44sec,2949625 (11.799ms),19758 (1%),14196 (~0%),138 (3%),35 (~0%),8 (~0%),4,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 30sec,3403595 (13.614ms),19786 (1%),14212 (~0%),138 (3%),34 (~0%),8 (~0%),1,10,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 52sec,3192114 (12.768ms),18831 (1%),13830 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,10,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 09sec,3004266 (12.017ms),24740 (2%),17959 (~0%),148 (3%),20 (~0%),7 (~0%),1,1,1,5,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 20sec,3240302 (12.961ms),20232 (1%),14066 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,1,10,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
06min 08sec,3406838 (13.627ms),79609 (6%),216614 (9%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,10,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 23sec,2324854 (9.935ms),23047 (1%),19458 (~0%),214 (4%),44 (~0%),6 (~0%),1,1,1,1,1,1,15,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 28sec,1665453 (7.117ms),19706 (1%),14948 (~0%),148 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,1,10,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 47sec,2981013 (11.924ms),19777 (1%),14196 (~0%),138 (3%),34 (~0%),8 (~0%),5,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 56sec,3113825 (12.455ms),19788 (1%),14205 (~0%),138 (3%),35 (~0%),8 (~0%),1,5,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 20sec,2970390 (11.882ms),18825 (1%),13817 (~0%),138 (3%),34 (~0%),6 (~0%),1,1,4,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 28sec,3076632 (12.307ms),20221 (1%),14071 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,10,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 19sec,     ?,27858 (2%),18518 (~0%),180 (4%),20 (~0%),6 (~0%),1,1,1,1,7,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 33sec,     ?,77347 (6%),277462 (11%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,7,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 11sec,2311953 (9.88ms),31567 (2%),28004 (1%),162 (3%),77 (1%),6 (~0%),1,1,1,1,1,1,30,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 44sec,1682953 (7.192ms),19949 (1%),15489 (~0%),158 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,1,8,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 03sec,3075195 (12.301ms),19759 (1%),14203 (~0%),138 (3%),34 (~0%),8 (~0%),8,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 25sec,1411366 (5.645ms),129900 (10%),105036 (4%),1710 (39%),572 (8%),8 (~0%),1,50,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 52sec,3010838 (12.043ms),18836 (1%),13824 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,5,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 23sec,2831873 (11.327ms),18153 (1%),12813 (~0%),126 (2%),20 (~0%),8 (~0%),1,1,1,50,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 24sec,3143167 (12.573ms),24841 (2%),18026 (~0%),180 (4%),20 (~0%),6 (~0%),1,1,1,1,5,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 39sec,4061758 (16.247ms),42132 (3%),156746 (6%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,5,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 20sec,2331953 (9.966ms),21968 (1%),17594 (~0%),182 (4%),44 (~0%),6 (~0%),1,1,1,1,1,1,12,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 56sec,2275053 (9.722ms),27978 (2%),17741 (~0%),166 (3%),39 (~0%),6 (~0%),1,1,1,1,1,1,1,1,10,off,off,off,off,off,off,1,1,1,1,1,1
04min 44sec,3451977 (13.808ms),19768 (1%),14214 (~0%),138 (3%),34 (~0%),8 (~0%),20,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 42sec,3122120 (12.488ms),18829 (1%),13829 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,8,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 25sec,2834853 (11.339ms),18154 (1%),12815 (~0%),126 (2%),20 (~0%),8 (~0%),1,1,1,1,70,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 21sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 31sec,2341953 (10.008ms),20432 (1%),15738 (~0%),162 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,10,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 56sec,1775154 (7.586ms),18657 (1%),14330 (~0%),170 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,5,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 58sec,2886863 (11.547ms),20165 (1%),14578 (~0%),126 (2%),36 (~0%),8 (~0%),2,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 33sec,2214162 (8.857ms),91205 (7%),76267 (3%),110 (2%),462 (6%),48 (5%),40,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 58sec,2940008 (11.76ms),19774 (1%),14199 (~0%),138 (3%),36 (~0%),8 (~0%),1,2,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 58sec,2896508 (11.586ms),18844 (1%),13815 (~0%),138 (3%),35 (~0%),6 (~0%),1,1,2,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 02sec,2106917 (8.428ms),88105 (7%),70784 (2%),118 (2%),458 (6%),46 (4%),1,1,40,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 30sec,2889238 (11.557ms),33147 (2%),36878 (1%),148 (3%),19 (~0%),6 (~0%),1,1,1,1,1,70,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
43min 26sec,2197258 (8.789ms),2499736 (211%),3258388 (137%),102 (2%),32857 (480%),6 (~0%),1,1,1,1,1,1,1,1,1,flatten,off,off,off,off,off,1,1,1,1,1,1
05min 20sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 04sec,2357953 (9.432ms),19575 (1%),14516 (~0%),138 (3%),33 (~0%),6 (~0%),1,1,1,1,1,1,6,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 03sec,1630453 (6.968ms),23727 (2%),19944 (~0%),216 (5%),55 (~0%),6 (~0%),1,1,1,1,1,1,1,20,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 22sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 15sec,2328353 (9.95ms),22191 (1%),15557 (~0%),146 (3%),27 (~0%),6 (~0%),1,1,1,1,1,1,1,1,5,off,off,off,off,off,off,1,1,1,1,1,1
04min 05sec,2384865 (10.192ms),19650 (1%),15580 (~0%),154 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,5,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 28sec,1840453 (7.362ms),20844 (1%),14032 (~0%),158 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,4,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 54sec,2093090 (8.372ms),83680 (7%),75225 (3%),118 (2%),552 (8%),6 (~0%),1,1,1,1,1,1,1,1,50,off,off,off,off,off,off,1,1,1,1,1,1
05min 48sec,2878593 (11.514ms),19517 (1%),15382 (~0%),126 (2%),33 (~0%),8 (~0%),1,1,1,2,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 15sec,2411953 (9.648ms),18453 (1%),13639 (~0%),142 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,4,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 40sec,1377022 (5.508ms),112008 (9%),113511 (4%),110 (2%),887 (12%),6 (~0%),1,1,1,1,1,1,1,80,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 00sec,2450865 (9.803ms),19263 (1%),15099 (~0%),148 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,3,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 29sec,2148453 (8.594ms),24805 (2%),14465 (~0%),126 (2%),22 (~0%),10 (1%),1,1,1,1,1,1,1,2,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 16sec,2501953 (10.008ms),17738 (1%),12929 (~0%),126 (2%),24 (~0%),8 (~0%),1,1,1,1,1,1,1,1,2,off,off,off,off,off,off,1,1,1,1,1,1
60min 00sec,,,,,,,1,1,1,1,1,1,1,1,1,off,off,flatten,off,off,off,1,1,1,1,1,1
04min 43sec,1377022 (5.508ms),112008 (9%),113511 (4%),110 (2%),887 (12%),6 (~0%),1,1,1,1,1,1,1,1,1,off,off,off,off,flatten,off,1,1,1,1,1,1
04min 44sec,3044502 (12.178ms),21361 (1%),15023 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,6,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 38sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
40min 00sec,,,,,,,1,1,1,1,1,1,60,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 32sec,3081491 (12.326ms),21368 (1%),15034 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,7,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 44sec,2914253 (11.657ms),19522 (1%),15379 (~0%),126 (2%),33 (~0%),8 (~0%),1,1,1,1,2,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 17sec,2537953 (10.152ms),19152 (1%),13270 (~0%),142 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,2,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 57sec,1775154 (7.586ms),18657 (1%),14330 (~0%),170 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,5,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 30sec,3159150 (12.637ms),21361 (1%),15054 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,9,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 21sec,3405402 (13.622ms),20224 (1%),14065 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,1,14,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 18sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 22sec,2311953 (9.88ms),31567 (2%),28004 (1%),162 (3%),77 (1%),6 (~0%),1,1,1,1,1,1,30,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 25sec,2933558 (11.734ms),20860 (1%),14870 (~0%),138 (3%),34 (~0%),6 (~0%),1,1,3,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 31sec,3270444 (13.082ms),21357 (1%),15048 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,12,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 28sec,2831873 (11.327ms),18153 (1%),12813 (~0%),126 (2%),20 (~0%),8 (~0%),1,1,1,50,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 28sec,3418698 (13.675ms),21342 (1%),15052 (~0%),154 (3%),36 (~0%),6 (~0%),1,1,16,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 20sec,3405402 (13.622ms),20224 (1%),14065 (~0%),126 (2%),32 (~0%),8 (~0%),1,1,1,1,14,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 53sec,2384865 (10.192ms),19650 (1%),15580 (~0%),154 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,5,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 52sec,1775154 (7.586ms),18657 (1%),14330 (~0%),170 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,5,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 30sec,3487998 (13.952ms),21345 (1%),15043 (~0%),154 (3%),36 (~0%),6 (~0%),1,1,18,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 54sec,2384865 (10.192ms),19650 (1%),15580 (~0%),154 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,5,1,1,off,off,off,off,off,off,1,1,1,1,1,1
03min 55sec,1775154 (7.586ms),18657 (1%),14330 (~0%),170 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,1,5,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 55sec,3013977 (12.056ms),24265 (2%),16444 (~0%),142 (3%),38 (~0%),10 (1%),6,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 41sec,3345198 (13.381ms),21355 (1%),15047 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,14,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
05min 36sec,     ?,101337 (8%),243972 (10%),148 (3%),20 (~0%),6 (~0%),1,1,1,1,1,14,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 12sec,2450865 (9.803ms),19263 (1%),15099 (~0%),148 (3%),22 (~0%),6 (~0%),1,1,1,1,1,1,3,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 31sec,1626953 (6.508ms),23570 (1%),19451 (~0%),206 (4%),55 (~0%),6 (~0%),1,1,1,1,1,1,1,16,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 28sec,2919819 (11.679ms),23539 (1%),16236 (~0%),138 (3%),36 (~0%),10 (1%),3,1,1,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
04min 25sec,3233239 (12.933ms),21370 (1%),15049 (~0%),142 (3%),36 (~0%),6 (~0%),1,1,11,1,1,1,1,1,1,off,off,off,off,off,off,1,1,1,1,1,1
